,id,username,tweet_text,retweets,location,created_at,sentiment,subjectivity,created_at_est,created_date
7,1325961115352838145,realDonaldTrump,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",10475,"Washington, DC",2020-11-10 00:38:59,-0.29629629629629634,0.49259259259259264,2020-11-09 19:38:59-05:00,2020-11-09
8,1325961114514038786,realDonaldTrump,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",19818,"Washington, DC",2020-11-10 00:38:59,0.15000000000000002,0.6,2020-11-09 19:38:59-05:00,2020-11-09
0,1326036394846859265,realDonaldTrump,Nothing! ,9829,"Washington, DC",2020-11-10 05:38:07,0.0,0.0,2020-11-10 00:38:07-05:00,2020-11-10
1,1326031379151327232,realDonaldTrump,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News  via @BreitbartNews,10161,"Washington, DC",2020-11-10 05:18:11,0.0,0.0,2020-11-10 00:18:11-05:00,2020-11-10
0,1326149041248407552,realDonaldTrump,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",3558,"Washington, DC",2020-11-10 13:05:44,0.0,1.0,2020-11-10 08:05:44-05:00,2020-11-10
1,1326147913542668291,realDonaldTrump,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",8021,"Washington, DC",2020-11-10 13:01:15,0.4928571428571428,0.3678571428571429,2020-11-10 08:01:15-05:00,2020-11-10
0,1326158760826560515,realDonaldTrump,WE WILL WIN!,35137,"Washington, DC",2020-11-10 13:44:22,1.0,0.4,2020-11-10 08:44:22-05:00,2020-11-10
0,1326194143132082178,realDonaldTrump,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",10827,"Washington, DC",2020-11-10 16:04:57,-0.5,0.55,2020-11-10 11:04:57-05:00,2020-11-10
0,1326205245953871872,realDonaldTrump,Happy 245th Birthday to the @USMC! #HappyBirthdayMarines  ,8769,"Washington, DC",2020-11-10 16:49:04,1.0,1.0,2020-11-10 11:49:04-05:00,2020-11-10
0,1326211507982659590,realDonaldTrump,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,20577,"Washington, DC",2020-11-10 17:13:57,0.23624338624338626,0.6809523809523809,2020-11-10 12:13:57-05:00,2020-11-10
3,1326304091035881472,realDonaldTrump,Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,47285,"Washington, DC",2020-11-10 23:21:51,0.0,0.0,2020-11-10 18:21:51-05:00,2020-11-10
0,1326327582074220544,realDonaldTrump,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",19271,"Washington, DC",2020-11-11 00:55:12,0.1125,0.5166666666666667,2020-11-10 19:55:12-05:00,2020-11-10
0,1326346314842562561,realDonaldTrump,He should pay a big price for his subversion! ,2090,"Washington, DC",2020-11-11 02:09:38,0.0,0.1,2020-11-10 21:09:38-05:00,2020-11-10
1,1326353226749386757,realDonaldTrump,People will not accept this Rigged Election! ,31273,"Washington, DC",2020-11-11 02:37:06,0.0,0.0,2020-11-10 21:37:06-05:00,2020-11-10
2,1326350628864614401,realDonaldTrump,Obama spied on our campaign - and got caught! ,25236,"Washington, DC",2020-11-11 02:26:46,0.0,0.0,2020-11-10 21:26:46-05:00,2020-11-10
3,1326348976531136513,realDonaldTrump,I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down  They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,21082,"Washington, DC",2020-11-11 02:20:13,-0.3277777777777778,0.6444444444444445,2020-11-10 21:20:13-05:00,2020-11-10
4,1326347841476890627,realDonaldTrump,A brave patriot. More &amp; more people are stepping forward to expose this Rigged Election! ,38528,"Washington, DC",2020-11-11 02:15:42,0.6416666666666667,0.6666666666666666,2020-11-10 21:15:42-05:00,2020-11-10
0,1326525851752656898,realDonaldTrump,"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake  News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &amp; dishonesty. We win!",7310,"Washington, DC",2020-11-11 14:03:03,0.275,0.6,2020-11-11 09:03:03-05:00,2020-11-11
1,1326522116779487243,realDonaldTrump,"Richard Hopkins, Pennsylvania postal worker, recants ballot-tampering claim - Washington Times   Stays with the truth, his original story.",8104,"Washington, DC",2020-11-11 13:48:12,0.375,0.75,2020-11-11 08:48:12-05:00,2020-11-11
2,1326519025552265216,realDonaldTrump,"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &amp; we are now preparing to win the state. Many such “deplorable” instances!",19984,"Washington, DC",2020-11-11 13:35:55,-0.08650793650793652,0.5841269841269842,2020-11-11 08:35:55-05:00,2020-11-11
0,1326630618831130624,realDonaldTrump,You are looking at BALLOTS! Is this what our Country has come to? ,14002,"Washington, DC",2020-11-11 20:59:21,0.0,0.0,2020-11-11 15:59:21-05:00,2020-11-11
0,1326662184403865602,realDonaldTrump,WE WILL WIN! ,9332,"Washington, DC",2020-11-11 23:04:47,1.0,0.4,2020-11-11 18:04:47-05:00,2020-11-11
0,1326679385966047236,realDonaldTrump,"Nobody wants to report that Pennsylvania and Michigan didn’t allow our Poll Watchers and/or Vote Observers to Watch or Observe. This is responsible for hundreds of thousands of votes that should not be allowed to count. Therefore, I easily win both states. Report the News!",19526,"Washington, DC",2020-11-12 00:13:08,0.4666666666666666,0.35000000000000003,2020-11-11 19:13:08-05:00,2020-11-11
1,1326673766915641345,realDonaldTrump,"I am pleased to announce that I have given my full support and endorsement to Ronna McDaniel to continue heading the Republican National Committee (RNC). With 72 MILLION votes, we received more votes than any sitting President in U.S. history - and we will win!",22965,"Washington, DC",2020-11-11 23:50:49,0.5875,0.6124999999999999,2020-11-11 18:50:49-05:00,2020-11-11
2,1326673298692972544,realDonaldTrump,"Everyone is asking why the recent presidential polls were so inaccurate when it came to me. Because they are FAKE, just like much of the Lamestream Media!",25432,"Washington, DC",2020-11-11 23:48:57,-0.08333333333333333,0.48333333333333334,2020-11-11 18:48:57-05:00,2020-11-11
0,1326711675165270017,realDonaldTrump,"NOW 73,000,000 LEGAL VOTES! ",29276,"Washington, DC",2020-11-12 02:21:27,0.25,0.2,2020-11-11 21:21:27-05:00,2020-11-11
0,1326740844427304960,realDonaldTrump,It attempted to alter our election and got caught? ,27297,"Washington, DC",2020-11-12 04:17:21,0.0,0.0,2020-11-11 23:17:21-05:00,2020-11-11
0,1326884956749127680,realDonaldTrump,"“OK, I’ve seen enough. What’s going to happen to these guys (McCabe, Comey &amp; the gang of treasonous thugs)? @SenJohnKennedy @MariaBartiromo @TheJusticeDept They, and many others, got caught. DO SOMETHING!!!",15632,"Washington, DC",2020-11-12 13:50:00,0.4921875,0.5,2020-11-12 08:50:00-05:00,2020-11-12
0,1326894138516774913,realDonaldTrump,"Now 73,000,000 Votes! ",19898,"Washington, DC",2020-11-12 14:26:29,0.0,0.0,2020-11-12 09:26:29-05:00,2020-11-12
0,1326920264203046915,realDonaldTrump,".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was @FoxNews!",7403,"Washington, DC",2020-11-12 16:10:18,0.03499999999999999,0.6900000000000001,2020-11-12 11:10:18-05:00,2020-11-12
0,1326926226888544256,realDonaldTrump,"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.” @ChanelRion @OANN",53992,"Washington, DC",2020-11-12 16:34:00,0.0,0.0,2020-11-12 11:34:00-05:00,2020-11-12
0,1327095398712946695,realDonaldTrump,"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",16002,"Washington, DC",2020-11-13 03:46:13,0.14375000000000002,0.8375,2020-11-12 22:46:13-05:00,2020-11-12
0,1327103335195938817,realDonaldTrump,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!  ",12617,"Washington, DC",2020-11-13 04:17:46,0.15000000000000002,0.4,2020-11-12 23:17:46-05:00,2020-11-12
0,1327279929319432200,realDonaldTrump,"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!",14893,"Washington, DC",2020-11-13 15:59:29,0.46749999999999997,0.5700000000000001,2020-11-13 10:59:29-05:00,2020-11-13
0,1327319294057848832,realDonaldTrump,"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up &amp; down!",28369,"Washington, DC",2020-11-13 18:35:54,0.03472222222222221,0.5972222222222222,2020-11-13 13:35:54-05:00,2020-11-13
0,1327357477428600832,realDonaldTrump,Will be having a press conference from the Rose Garden in 15 minutes.,3136,"Washington, DC",2020-11-13 21:07:38,0.6,0.95,2020-11-13 16:07:38-05:00,2020-11-13
0,1327407964404260870,realDonaldTrump,"700,000 ballots were not allowed to be viewed in Philadelphia and Pittsburgh which means, based on our great Constitution, we win the State of Pennsylvania!",2645,"Washington, DC",2020-11-14 00:28:15,0.9,0.575,2020-11-13 19:28:15-05:00,2020-11-13
0,1327413534901350400,realDonaldTrump,"Georgia Secretary of State, a so-called Republican (RINO), won’t let the people checking the ballots see the signatures for fraud. Why? Without this the whole process is very unfair and close to meaningless. Everyone knows that we won the state. Where is @BrianKempGA?",17959,"Washington, DC",2020-11-14 00:50:23,-0.31666666666666665,0.7999999999999999,2020-11-13 19:50:23-05:00,2020-11-13
0,1327438487537246210,realDonaldTrump,Wow. This is exactly what happened to us. Great courage by judge! ,20696,"Washington, DC",2020-11-14 02:29:32,0.45,0.6666666666666666,2020-11-13 21:29:32-05:00,2020-11-13
1,1327436963658469376,realDonaldTrump,"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.” @PeteHegseth @seanhannity",28459,"Washington, DC",2020-11-14 02:23:29,-1.0,1.0,2020-11-13 21:23:29-05:00,2020-11-13
0,1327493494605295616,realDonaldTrump,"Republican Burgess Owens Defeats Democrat Rep. Ben McAdams in Utah  via @BreitbartNews Great going Burgess, you continue to be a STAR!",1689,"Washington, DC",2020-11-14 06:08:07,1.0,0.75,2020-11-14 01:08:07-05:00,2020-11-14
1,1327482020008693760,realDonaldTrump,HIGHLY RATED! ,9647,"Washington, DC",2020-11-14 05:22:31,0.2,0.5399999999999999,2020-11-14 00:22:31-05:00,2020-11-14
